word,type,meanings
txotx,noun,toothpick
-tza,suffix,Forms abstract nouns. | Forms nouns related to abundance.
-tzaile,suffix,Alternative form of -le
-tzain,suffix,Alternative form of -zain
u,noun,The name of the Latin-script letter U.
u-,prefix,combining form of ur (“water”)
uda,noun,summer
udaberri,noun,spring
udal,noun,"city council, town council | municipality"
udalerri,noun,municipality
udaletxe,noun,"city hall, town hall"
udaltzain,noun,agent of the municipal police
udaltzainburu,noun,head of the municipal police
udaltzaingo,noun,municipal police
udara,noun,(chiefly Gipuzkoan) summer
udara,noun,allative singular of uda
udare,noun,pear
udazken,noun,autumn
ugatz,noun,"(inanimate) breast | (inanimate) breastmilk | (animate) lammergeier, bearded vulture"
ugaztun,noun,mammal
uhandre,noun,"salamander, newt | mermaid"
uharte,noun,island
uhartedi,noun,archipelago
uhartegi,noun,Nonstandard form of uhartedi.
uholde,noun,flood
ukabil,noun,fist
ukondo,noun,"elbow | (dialectal, Souletin) angle"
ukondu,noun,elbow
ukrainera,noun,The Ukrainian language
ulertu,verb,to understand
ulu,noun,bay
ume,noun,child
umedun,adjective,pregnant
umezurztegi,noun,orphanage
umo,adjective,ripe
unai,noun,cowherd
unibertsitate,noun,university
unibertso,noun,(astronomy) universe | universe
untxi,noun,rabbit
ur,noun,water | juice
ur,noun,Nonstandard spelling of hur (“hazelnut”).
urde,adjective,"dirty, filthy"
urde,noun,pig
urdin,adjective,"blue | (archaic) green | (archaic) grey (especially of hair) | (Biscayan) smooth, fine, white (of skin) | (Souletin) turbid, dirty (of water)"
urdin,noun,"(Souletin) turbid water | (Biscayan, Navarro-Lapurdian) mould"
urguilu,noun,arrogance
uri,noun,(archaic) Alternative form of hiri (“city”).
uri,noun,dative indefinite of ur
urin,noun,fat
urre,noun,gold
urre,noun,a suit in the Spanish deck of cards
urrezko,adjective,gold
urri,adverb,little
urri,noun,October
urrieta,noun,October
urril,noun,October
urtaro,noun,season
urtarril,noun,January
urte,noun,year
urtegi,noun,reservoir
urthe,noun,(Souletin) Alternative form of urte.
urtxintxa,noun,squirrel
urzo,noun,"dove, pigeon"
usapal,noun,"turtledove, turtle dove"
usategi,noun,"dovecot, dovecot"
uso,noun,"dove, pigeon | (often derogatory, of a man or boy) effeminate"
ustel,adjective,"rotten | corrupt, crooked, two-faced, dishonest"
ustel,noun,"rot, decay | (sports) foul | (school) flunking, not passing, failure | shirker, dead weight (a person who doesn't do his or her share of work)"
usteldu,verb,to rot
ustelkeria,noun,corruption
uts,noun,hole
utzi,verb,"to leave | to let, allow | to leave, to abandon, to dump | to cede, hand over, convey | to stop, give up (action, habit)"
uve,noun,The name of the Latin-script letter V.
uve bikoitz,noun,The name of the Latin-script letter W.
uzbekera,noun,The Uzbek language
uzta,noun,harvest | July
uztail,noun,July
uñhu,noun,(Souletin) onion
vietnamera,noun,The Vietnamese language
xaboi,noun,soap
xake,noun,chess | (chess) check
xakelari,noun,chess player
xakur,noun,"(Upper Navarrese, Navarro-Lapurdian) Alternative form of txakur"
xanpu,noun,shampoo
xurgagailu,noun,vacuum cleaner
yarda,noun,yard (distance)
-z,suffix,Forms the instrumental case.
zabal,adjective,"wide, ample | generous"
zabor,noun,"waste, garbage | brush, scrub | rubble | (figuratively) garbage, rubbish (something worthless)"
zabortegi,noun,landfill
zahar,adjective,"old, aged"
zahi,noun,bran | dandruff
-zain,suffix,"guard, keeper"
zain,noun,"vein | (colloquial) nerve | (colloquial) tendon, sinew | artery | varicose vein | vigor, strength | (figuratively) root"
zain,noun,"guard, watchman | shepherd"
zain,verb,"Third-person singular     (hura), taking    informal  second-person singular  feminine    (hiri) as indirect object,  present  indicative form of izan."
zain eta muin,adverb,"(figuratively) tooth and nail | (figuratively) deeply, totally"
zainbelar,noun,plantain
zaingorri,noun,artery
zaintxuri,noun,Alternative form of zaintzuri
zaintzuri,noun,nerve
zainurdin,noun,vein
zainzuri,noun,asparagus
zakhur,noun,(Navarro-Lapurdian) Alternative form of zakur
zakil,noun,penis
zakilkada,noun,"(slang, vulgar) dickslap, cockslap"
zakur,noun,hound
zaldi,noun,horse
zaldun,noun,knight
-zale,suffix,"fan, aficionado"
zaltu,noun,a grove where cattle rest or forage
zama,noun,"load, cargo | burden"
zamari,noun,horse
zapaburu,noun,tadpole
zapaldu,adjective,oppressed
zapaldu,verb,"(intransitive) to step | (transitive) to step on, to tread on (something) | (transitive) to oppress"
zapalkeria,noun,oppression
zapalketa,noun,oppression
zapalkuntza,noun,oppression
zapatu,noun,Saturday
-zar,suffix,"old | big | wicked, evil, bad"
zauri,noun,wound
zazpigarren,adjective,(ordinal) seventh
zazpigarren,noun,(ordinal) seventh
zazpikoitz,adjective,sevenfold
zazpiren,noun,(fractional) seventh
ze,noun,The name of the Latin-script letter C.
ze hautsi,noun,The name of the Latin-script letter Ç.
zebra,noun,zebra
zein,pronoun,"(interrogative) what (in terms of a very specific item), who, which, which one"
zemendi,noun,November
zenbaki,noun,number
zenbaki lehen,noun,(mathematics) prime number
zer,pronoun,(interrogative) what
zerbait,pronoun,something
zerbeza,noun,beer
zerbitzu,noun,"service | favour | (Navarro-Lapurdian, Souletin) military service"
zerbitzugune,noun,rest area
zerbütxü,noun,(Souletin) Alternative form of zerbitzu
zerbütxügüne,noun,(Souletin) Alternative form of zerbitzugune.
zerogarren,adjective,"(ordinal, mathematics) zeroth"
zerri,noun,"pig | (informal, derogatory) slob"
zeru,noun,sky
zeta,noun,The name of the Latin-script letter Z. | zeta (Greek letter)
zeta,noun,silk
zeu,pronoun,(emphatic) Second-person singular personal pronoun; you
zeuen burua,pronoun,Second-person plural reflexive pronoun; yourselves
zeuen buruak,pronoun,Alternative form of zeuen burua
zeure burua,pronoun,Second-person singular reflexive pronoun; yourself
zezeil,noun,February
zezen,noun,bull
zezenkari,noun,bullfighter
zi,noun,acorn
zibil,adjective,"civil, civilian (relating to citizens)"
zientzia,noun,science
zientzialari,noun,scientist
zigilu,noun,"seal, sigil | postage stamp"
zigor,verb,whip | punishment
zigortu,verb,to whip | to punish | to sanction
ziklotroi,noun,(physics) cyclotron
zikoina,noun,stork
zilar,noun,silver
zintzur,noun,"(anatomy) throat | (geography) gorge, canyon"
zirkonio,noun,zirconium
zirku,noun,circus
zirkulu,noun,circle
zizare,noun,earthworm
ziztatu,verb,to sting
zolda,noun,scab | dandruff | scurf
zomorro,noun,"bug, creepy-crawly, insect"
zopa,noun,soup
zorabiatu,verb,"to be dizzy, be faint, swoon | to stun, make dizzy"
zori,noun,"luck, chance, fate, fortune"
zori,adjective,"mature, ripe"
zorion,noun,"good luck, luck, fortune | happiness, bliss"
zorionak,interjection,"congratulations, congrats"
zorionak,noun,absolutive plural of zorion | ergative singular of zorion
zorri,noun,louse (insect)
zorro,noun,bag
zortzigarren,adjective,(ordinal) eighth
zortzigarren,noun,"(animate or inanimate, ordinal) eighth | (inanimate, Christianity) octave"
zortzikoitz,adjective,eightfold
zortziren,noun,(fractional) eighth
zotin,noun,hiccup
zozo,noun,"blackbird, thrush | stupid, dumb, silly"
zu,pronoun,Second-person singular personal pronoun; you
zubi,noun,bridge | long weekend; a day which falls between two work-free days on which leave is preferred | (music) tailpiece
zuek,pronoun,Second-person plural personal pronoun; you
zuhaitz,noun,"tree, especially a wild one"
zuhaixka,noun,"shrub, bush"
zuhamu,noun,"(Navarro-Lapurdian, Souletin) tree"
zuhamuxka,noun,"(Navarro-Lapurdian, Souletin) shrub, bush"
zuhur,adjective,"intelligent, thoughtful, prudent, judicious"
zuhur,noun,an intelligent/judicious person
zulagailu,noun,drill
zulatu,verb,"to pierce, to puncture"
zulo,noun,"hole | pit | den, hiding place | (colloquial) grave | (colloquial) prison | (military) silo"
zulo beltz,noun,(astronomy) black hole
zulogune,noun,"(geography) gully, depression"
zulotu,verb,(Biscayan) Alternative form of zulatu
zumake,noun,sumac
zur,noun,"wood, timber | (golf) wood (a type of golf club) | (music) wood (a woodwind instrument)"
zurgin,noun,"carpenter, cabinet maker, woodworker"
zurgindegi,noun,carpentry (a carpenter's workshop)
zurgintza,noun,carpentry
zuri,adjective,"white | white (of or relating to Caucasians, people of European descent with light-coloured skin) | bright | false, hypocrite | lazy, loafing"
zuri,noun,"(inanimate) white | (animate) a white person | (animate) a lazy person, a loafer | (inanimate, music) minim | (inanimate) white wine"
zuri,pronoun,dative of zu (to you)
zuri,noun,dative indefinite of zur
zuzen,adjective,"right, correct | straight, direct | just, rightful"
zuzen,adverb,"correctly | straightly | justly, rightfully"
zuzen,noun,(geometry) straight line
zuzen,verb,Infinitive of zuzendu.
zuzenbide,noun,law (the study of laws)
zuzenbidezko,adjective,"juridical | just, fair"
zuzenbidezko estatu,noun,"constitutional state, a state based on law"
zuzendu,verb,to correct | to straighten | to head for
zuzentasun,noun,"justice | rectitude, straightness"
zuzentzaile,adjective,"corrective, correcting"
zuzentzaile,noun,"(animate) corrector | (animate) proofreader | (inanimate, mathematics) directrix"
züntzür,noun,(Souletin) Alternative form of zintzur
üthürri,noun,(Souletin) Alternative form of iturri
